Date,Time,Symbol,Direction,Entry,Exit,Stake,Payout,Profit,Result,Martingale Level,Balance Before,Balance After,Win Rate,Strategy,Confidence,Confluence
2025-12-10,07:00:20,R_100,SELL,601.74,601.96,12.0,13.16,1.16,WIN,0,9955.08,9955.08,92.9%,LDP,0.7,50.0
2025-12-10,07:00:34,R_100,SELL,601.86,601.61,12.0,13.16,1.16,WIN,0,9956.24,9956.24,93.3%,LDP,0.7,50.0
2025-12-10,07:00:50,R_100,SELL,601.59,601.14,12.0,13.16,1.16,WIN,0,9957.4,9957.4,93.8%,LDP,0.7,50.0
2025-12-10,07:01:06,R_100,SELL,600.88,600.5,12.0,0,-12.0,LOSS,0,9945.4,9945.4,88.2%,LDP,0.7,50.0
2025-12-10,07:01:20,R_100,SELL,600.67,600.96,12.0,13.16,1.16,WIN,0,9946.56,9946.56,88.9%,LDP,0.7,50.0
2025-12-10,07:01:36,R_100,SELL,600.9,600.71,12.0,13.16,1.16,WIN,0,9947.72,9947.72,89.5%,LDP,0.7,50.0
2025-12-10,07:01:51,R_100,SELL,600.67,600.46,12.0,13.16,1.16,WIN,0,9948.88,9948.88,90.0%,LDP,0.7,50.0
2025-12-10,07:02:04,R_100,SELL,600.43,600.49,12.0,13.16,1.16,WIN,0,9950.04,9950.04,90.5%,LDP,0.7,50.0
2025-12-10,07:02:20,R_100,SELL,600.87,600.48,12.0,13.16,1.16,WIN,0,9951.2,9951.2,90.9%,LDP,0.7,50.0
2025-12-10,07:02:34,R_100,SELL,600.68,600.37,12.0,13.16,1.16,WIN,0,9952.36,9952.36,91.3%,LDP,0.7,50.0
2025-12-10,07:02:50,R_100,SELL,600.19,600.84,12.0,0,-12.0,LOSS,0,9940.36,9940.36,87.5%,LDP,0.7,50.0
2025-12-10,07:03:06,R_100,SELL,600.66,600.59,12.0,13.16,1.16,WIN,0,9941.52,9941.52,88.0%,LDP,0.7,50.0
2025-12-10,07:03:20,R_100,SELL,600.39,600.69,12.0,13.16,1.16,WIN,0,9942.68,9942.68,88.5%,LDP,0.7,50.0
2025-12-10,07:04:25,R_100,SELL,600.75,600.67,12.0,13.16,1.16,WIN,0,9943.84,9943.84,88.9%,LDP,0.7,50.0
2025-12-10,07:04:40,R_100,SELL,599.91,600.15,12.0,13.16,1.16,WIN,0,9945.0,9945.0,89.3%,LDP,0.7,50.0
2025-12-10,07:04:54,R_100,SELL,600.01,600.53,12.0,13.16,1.16,WIN,0,9946.16,9946.16,89.7%,LDP,0.7,50.0
2025-12-10,07:05:10,R_100,SELL,600.39,600.86,12.0,13.16,1.16,WIN,0,9947.32,9947.32,90.0%,LDP,0.7,50.0
2025-12-10,07:05:26,R_100,SELL,601.17,601.34,12.0,0,-12.0,LOSS,0,9935.32,9935.32,87.1%,LDP,0.7,50.0
2025-12-10,07:05:42,R_100,SELL,601.48,601.18,12.0,13.16,1.16,WIN,0,9936.48,9936.48,87.5%,LDP,0.7,50.0
2025-12-10,07:14:04,R_100,SELL,600.07,600.07,0.96,1.04,0.08,WIN,0,10.08,10.08,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:21:34,R_100,SELL,598.06,598.14,0.96768,1.05768,0.09000000000000008,WIN,0,10.17,10.17,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:21:48,R_100,SELL,597.89,597.76,0.97632,1.0663200000000002,0.09000000000000008,WIN,0,10.26,10.26,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:22:04,R_100,SELL,597.75,597.51,0.98496,1.07496,0.09000000000000008,WIN,0,10.35,10.35,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:22:20,R_100,SELL,597.6,597.54,0.9935999999999999,1.0836000000000001,0.09000000000000008,WIN,0,10.44,10.44,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:22:36,R_100,SELL,597.43,597.23,1.0022399999999998,1.0922399999999999,0.09000000000000008,WIN,0,10.53,10.53,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:22:52,R_100,SELL,597.43,597.18,1.0108799999999998,1.1008799999999999,0.09000000000000008,WIN,0,10.62,10.62,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:23:06,R_100,SELL,597.37,597.3,1.0195199999999998,0,-1.02,LOSS,0,9.6,9.6,85.7%,DIGITPAD,0.7,50.0
2025-12-10,07:23:22,R_100,SELL,597.51,597.61,0.9216,1.0015999999999998,0.07999999999999996,WIN,0,9.68,9.68,87.5%,DIGITPAD,0.7,50.0
2025-12-10,07:23:36,R_100,SELL,597.84,598.72,0.9292799999999999,1.00928,0.07999999999999996,WIN,0,9.76,9.76,88.9%,DIGITPAD,0.7,50.0
2025-12-10,07:29:38,R_100,SELL,598.77,599.16,0.93696,1.01696,0.08000000000000007,WIN,0,9.84,9.84,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:39:16,R_100,SELL,598.0,597.86,0.9523199999999999,1.03232,0.08000000000000007,WIN,0,10.0,10.0,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:39:32,R_100,SELL,598.39,598.34,0.96,1.04,0.08000000000000007,WIN,0,10.08,10.08,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:39:48,R_100,SELL,598.38,598.59,0.96768,1.05768,0.09000000000000008,WIN,0,10.17,10.17,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:40:04,R_100,SELL,598.39,598.85,0.97632,1.0663200000000002,0.09000000000000008,WIN,0,10.26,10.26,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:40:20,R_100,SELL,598.91,599.32,0.98496,1.07496,0.09000000000000008,WIN,0,10.35,10.35,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:40:36,R_100,SELL,599.36,599.49,0.9935999999999999,1.0836000000000001,0.09000000000000008,WIN,0,10.44,10.44,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:40:52,R_100,SELL,599.54,599.69,1.0022399999999998,1.0922399999999999,0.09000000000000008,WIN,0,10.53,10.53,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:41:08,R_100,SELL,599.87,599.96,1.0108799999999998,1.1008799999999999,0.09000000000000008,WIN,0,10.62,10.62,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:41:24,R_100,SELL,600.48,599.91,1.0195199999999998,1.1095199999999998,0.09000000000000008,WIN,0,10.71,10.71,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:41:40,R_100,SELL,599.97,599.94,1.0281599999999997,1.1181599999999998,0.09000000000000008,WIN,0,10.8,10.8,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:41:56,R_100,SELL,599.82,599.54,1.0367999999999997,1.1267999999999996,0.08999999999999986,WIN,0,10.89,10.89,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:42:12,R_100,SELL,600.2,600.01,1.04544,1.1354399999999998,0.08999999999999986,WIN,0,10.98,10.98,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:42:28,R_100,SELL,600.3,600.75,1.05408,1.1440799999999998,0.08999999999999986,WIN,0,11.07,11.07,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:42:44,R_100,SELL,600.65,600.51,1.0627199999999999,1.1627199999999998,0.09999999999999987,WIN,0,11.17,11.17,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:43:00,R_100,SELL,600.6,600.75,1.0723199999999997,1.1723199999999996,0.09999999999999987,WIN,0,11.27,11.27,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:43:16,R_100,SELL,600.72,600.54,1.0819199999999998,1.1819199999999996,0.09999999999999987,WIN,0,11.37,11.37,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:43:32,R_100,SELL,600.43,600.31,1.0915199999999998,1.1915199999999997,0.09999999999999987,WIN,0,11.47,11.47,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:43:46,R_100,SELL,599.95,600.19,1.1011199999999997,1.2011199999999995,0.09999999999999987,WIN,0,11.57,11.57,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:44:02,R_100,SELL,600.28,600.14,1.1107199999999997,1.2107199999999996,0.09999999999999987,WIN,0,11.67,11.67,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:44:16,R_100,SELL,600.22,599.94,1.1203199999999998,1.2203199999999996,0.09999999999999987,WIN,0,11.77,11.77,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:44:32,R_100,SELL,599.96,600.47,1.1299199999999996,1.2299199999999997,0.10000000000000009,WIN,0,11.87,11.87,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:44:48,R_100,SELL,600.02,600.23,1.1395199999999996,1.2395199999999997,0.10000000000000009,WIN,0,11.97,11.97,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:45:04,R_100,SELL,600.3,600.53,1.1491199999999995,1.2591199999999996,0.1100000000000001,WIN,0,12.08,12.08,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:45:20,R_100,SELL,600.7,601.27,1.1596799999999994,1.2696799999999995,0.1100000000000001,WIN,0,12.19,12.19,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:45:36,R_100,SELL,601.23,601.79,1.1702399999999993,1.2802399999999994,0.1100000000000001,WIN,0,12.3,12.3,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:45:50,R_100,SELL,601.46,601.46,1.1807999999999994,1.2907999999999995,0.1100000000000001,WIN,0,12.41,12.41,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:47:02,R_100,SELL,601.67,601.88,1.2,1.31,0.1100000000000001,WIN,0,12.63,12.63,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:47:16,R_100,SELL,601.58,601.61,1.2,1.31,0.1100000000000001,WIN,0,12.74,12.74,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:47:32,R_100,SELL,601.52,601.74,1.2,1.31,0.1100000000000001,WIN,0,12.85,12.85,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:49:32,R_100,SELL,601.79,601.44,1.2,1.31,0.1100000000000001,WIN,0,13.07,13.07,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:49:48,R_100,SELL,601.44,601.54,1.2,1.31,0.1100000000000001,WIN,0,13.18,13.18,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:50:04,R_100,SELL,601.0,600.45,1.2,1.31,0.1100000000000001,WIN,0,13.29,13.29,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:50:20,R_100,SELL,600.48,600.71,1.2,1.31,0.1100000000000001,WIN,0,13.4,13.4,100.0%,DIGITPAD,0.7,50.0
2025-12-10,07:50:36,R_100,SELL,600.87,601.1,1.2,0,-1.2,LOSS,0,12.2,12.2,80.0%,DIGITPAD,0.7,50.0
2025-12-10,07:50:50,R_100,SELL,601.27,601.2,1.1712,0,-1.17,LOSS,0,11.03,11.03,66.7%,DIGITPAD,0.7,50.0
2025-12-10,07:51:06,R_100,SELL,601.38,600.79,1.0588799999999998,1.1588799999999997,0.09999999999999987,WIN,0,11.13,11.13,71.4%,DIGITPAD,0.7,50.0
2025-12-10,07:51:22,R_100,SELL,600.95,600.81,1.0684799999999999,1.1684799999999997,0.09999999999999987,WIN,0,11.23,11.23,75.0%,DIGITPAD,0.7,50.0
2025-12-10,07:51:38,R_100,SELL,600.49,600.57,1.0780799999999997,1.1780799999999996,0.09999999999999987,WIN,0,11.33,11.33,77.8%,DIGITPAD,0.7,50.0
2025-12-10,07:58:02,R_100,SELL,598.69,598.21,1.08768,2.12768,1.0399999999999998,WIN,0,12.37,12.37,100.0%,TICK_PICKER,0.7,50.0
2025-12-10,07:58:16,R_100,SELL,598.31,598.13,1.18752,2.31752,1.13,WIN,0,13.5,13.5,100.0%,TICK_PICKER,0.7,50.0
2025-12-10,07:58:32,R_100,BUY,598.23,597.04,1.2,0,-1.2,LOSS,0,12.3,12.3,66.7%,TICK_PICKER,0.7,50.0
2025-12-10,08:02:08,R_100,SELL,596.86,597.21,1.1808,0,-1.18,LOSS,0,11.12,11.12,0.0%,AMT,0.7,50.0
2025-12-10,08:03:22,R_100,BUY,597.24,596.92,1.0675199999999998,0,-1.07,LOSS,0,10.05,10.05,0.0%,SNIPER,0.7,50.0
2025-12-10,08:03:36,R_100,SELL,596.8,596.88,0.9647999999999999,0,-0.96,LOSS,0,9.09,9.09,0.0%,SNIPER,0.7,50.0
2025-12-10,08:06:00,R_100,BUY,596.56,596.91,0.87264,1.70264,0.83,WIN,0,9.92,9.92,100.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:06:16,R_100,SELL,596.87,596.84,0.9523199999999999,1.86232,0.9100000000000001,WIN,0,10.83,10.83,100.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:17:28,R_100,SELL,597.31,597.53,1.03968,1.1296799999999998,0.08999999999999986,WIN,0,10.92,10.92,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:17:42,R_100,SELL,597.69,597.21,1.04832,1.1383199999999998,0.08999999999999986,WIN,0,11.01,11.01,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:17:58,R_100,SELL,597.46,597.08,1.05696,1.1569599999999998,0.09999999999999987,WIN,0,11.11,11.11,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:18:14,R_100,SELL,597.32,597.21,1.06656,1.1665599999999998,0.09999999999999987,WIN,0,11.21,11.21,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:18:30,R_100,SELL,597.1,597.2,1.0761599999999998,0,-1.08,LOSS,0,10.13,10.13,80.0%,DIGITPAD,0.7,50.0
2025-12-10,08:18:46,R_100,SELL,596.98,596.92,0.9724799999999998,1.0624799999999999,0.09000000000000008,WIN,0,10.22,10.22,83.3%,DIGITPAD,0.7,50.0
2025-12-10,08:19:00,R_100,SELL,596.76,596.68,0.9811199999999998,1.0711199999999999,0.09000000000000008,WIN,0,10.31,10.31,85.7%,DIGITPAD,0.7,50.0
2025-12-10,08:19:14,R_100,SELL,596.45,596.06,0.9897599999999998,1.0797599999999998,0.09000000000000008,WIN,0,10.4,10.4,87.5%,DIGITPAD,0.7,50.0
2025-12-10,08:19:30,R_100,SELL,596.09,596.01,0.9983999999999997,1.0883999999999998,0.09000000000000008,WIN,0,10.49,10.49,88.9%,DIGITPAD,0.7,50.0
2025-12-10,08:19:46,R_100,SELL,595.76,595.59,1.00704,1.09704,0.09000000000000008,WIN,0,10.58,10.58,90.0%,DIGITPAD,0.7,50.0
2025-12-10,08:20:00,R_100,SELL,595.74,595.76,1.01568,1.10568,0.09000000000000008,WIN,0,10.67,10.67,90.9%,DIGITPAD,0.7,50.0
2025-12-10,08:20:16,R_100,SELL,595.51,596.01,1.02432,1.11432,0.09000000000000008,WIN,0,10.76,10.76,91.7%,DIGITPAD,0.7,50.0
2025-12-10,08:20:30,R_100,SELL,596.14,595.89,1.0329599999999999,1.12296,0.09000000000000008,WIN,0,10.85,10.85,92.3%,DIGITPAD,0.7,50.0
2025-12-10,08:20:44,R_100,SELL,595.73,595.73,1.0415999999999999,1.1315999999999997,0.08999999999999986,WIN,0,10.94,10.94,92.9%,DIGITPAD,0.7,50.0
2025-12-10,08:21:00,R_100,SELL,595.47,594.57,1.0502399999999998,1.1402399999999997,0.08999999999999986,WIN,0,11.03,11.03,93.3%,DIGITPAD,0.7,50.0
2025-12-10,08:21:16,R_100,SELL,595.09,595.29,1.0588799999999998,1.1588799999999997,0.09999999999999987,WIN,0,11.13,11.13,93.8%,DIGITPAD,0.7,50.0
2025-12-10,08:21:30,R_100,SELL,595.38,595.8,1.0684799999999997,0,-1.07,LOSS,0,10.06,10.06,88.2%,DIGITPAD,0.7,50.0
2025-12-10,08:21:44,R_100,SELL,596.06,596.01,0.9657599999999996,1.0557599999999998,0.09000000000000008,WIN,0,10.15,10.15,88.9%,DIGITPAD,0.7,50.0
2025-12-10,08:22:00,R_100,SELL,595.67,595.4,0.9743999999999996,0,-0.97,LOSS,0,9.18,9.18,84.2%,DIGITPAD,0.7,50.0
2025-12-10,08:22:16,R_100,SELL,595.36,595.27,0.8812799999999996,0.9612799999999996,0.07999999999999996,WIN,0,9.26,9.26,85.0%,DIGITPAD,0.7,50.0
2025-12-10,08:22:30,R_100,SELL,595.29,594.87,0.8889599999999996,0.9689599999999996,0.07999999999999996,WIN,0,9.34,9.34,85.7%,DIGITPAD,0.7,50.0
2025-12-10,08:22:44,R_100,SELL,594.55,594.39,0.8966399999999997,0.9766399999999996,0.07999999999999996,WIN,0,9.42,9.42,86.4%,DIGITPAD,0.7,50.0
2025-12-10,08:23:00,R_100,SELL,594.21,593.93,0.9043199999999996,0.9843199999999995,0.07999999999999996,WIN,0,9.5,9.5,87.0%,DIGITPAD,0.7,50.0
2025-12-10,08:23:14,R_100,SELL,594.19,594.01,0.9119999999999997,0.9919999999999997,0.07999999999999996,WIN,0,9.58,9.58,87.5%,DIGITPAD,0.7,50.0
2025-12-10,08:23:28,R_100,SELL,594.18,594.15,0.9196799999999996,0.9996799999999996,0.07999999999999996,WIN,0,9.66,9.66,88.0%,DIGITPAD,0.7,50.0
2025-12-10,08:23:44,R_100,SELL,594.47,594.59,0.9273599999999996,1.0073599999999996,0.07999999999999996,WIN,0,9.74,9.74,88.5%,DIGITPAD,0.7,50.0
2025-12-10,08:24:00,R_100,SELL,594.33,594.17,0.9350399999999996,1.0150399999999997,0.08000000000000007,WIN,0,9.82,9.82,88.9%,DIGITPAD,0.7,50.0
2025-12-10,08:24:16,R_100,SELL,594.08,594.01,0.9427199999999997,1.0227199999999996,0.08000000000000007,WIN,0,9.9,9.9,89.3%,DIGITPAD,0.7,50.0
2025-12-10,08:24:32,R_100,SELL,593.62,593.54,0.9503999999999997,1.0303999999999998,0.08000000000000007,WIN,0,9.98,9.98,89.7%,DIGITPAD,0.7,50.0
2025-12-10,08:24:46,R_100,SELL,593.58,593.55,0.9580799999999997,1.03808,0.08000000000000007,WIN,0,10.06,10.06,90.0%,DIGITPAD,0.7,50.0
2025-12-10,08:25:00,R_100,SELL,593.48,594.07,0.9657599999999996,1.0557599999999998,0.09000000000000008,WIN,0,10.15,10.15,90.3%,DIGITPAD,0.7,50.0
2025-12-10,08:25:16,R_100,SELL,594.03,594.21,0.9743999999999996,1.0643999999999996,0.09000000000000008,WIN,0,10.24,10.24,90.6%,DIGITPAD,0.7,50.0
2025-12-10,08:25:32,R_100,SELL,594.44,594.78,0.9830399999999996,1.0730399999999998,0.09000000000000008,WIN,0,10.33,10.33,90.9%,DIGITPAD,0.7,50.0
2025-12-10,08:25:48,R_100,SELL,594.89,594.95,0.9916799999999996,1.0816799999999995,0.09000000000000008,WIN,0,10.42,10.42,91.2%,DIGITPAD,0.7,50.0
2025-12-10,08:26:04,R_100,SELL,595.07,594.84,1.0003199999999997,1.0903199999999997,0.09000000000000008,WIN,0,10.51,10.51,91.4%,DIGITPAD,0.7,50.0
2025-12-10,08:26:18,R_100,SELL,594.29,594.51,1.0089599999999996,1.0989599999999997,0.09000000000000008,WIN,0,10.6,10.6,91.7%,DIGITPAD,0.7,50.0
2025-12-10,08:26:32,R_100,SELL,594.61,594.65,1.0175999999999996,1.1075999999999997,0.09000000000000008,WIN,0,10.69,10.69,91.9%,DIGITPAD,0.7,50.0
2025-12-10,08:26:48,R_100,SELL,594.73,595.21,1.0262399999999996,1.1162399999999997,0.09000000000000008,WIN,0,10.78,10.78,92.1%,DIGITPAD,0.7,50.0
2025-12-10,08:28:26,R_100,SELL,595.46,595.44,1.0435199999999998,0,-1.04,LOSS,0,9.83,9.83,0.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:28:40,R_100,SELL,595.69,595.47,0.9436799999999999,1.84368,0.9000000000000001,WIN,0,10.73,10.73,50.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:28:54,R_100,SELL,595.63,595.06,1.0300799999999999,2.0100799999999994,0.9799999999999998,WIN,0,11.71,11.71,66.7%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:29:56,R_100,BUY,595.94,595.69,1.12416,0,-1.12,LOSS,0,10.59,10.59,0.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:30:12,R_100,BUY,595.87,595.79,1.01664,0,-1.02,LOSS,0,9.57,9.57,0.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:30:32,R_100,BUY,595.37,594.96,0.91872,0,-0.92,LOSS,0,8.65,8.65,0.0%,MULTI_INDICATOR,0.7,50.0
2025-12-10,08:38:02,R_100,SELL,592.65,592.28,0.8304,0.9004000000000001,0.07000000000000006,WIN,0,8.72,8.72,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:38:18,R_100,SELL,592.0,592.05,0.8371200000000001,0.9071200000000001,0.07000000000000006,WIN,0,8.79,8.79,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:38:34,R_100,SELL,591.94,592.43,0.84384,0.9138400000000001,0.07000000000000006,WIN,0,8.86,8.86,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:38:50,R_100,SELL,592.46,592.43,0.8505600000000001,0.9205600000000002,0.07000000000000006,WIN,0,8.93,8.93,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:39:06,R_100,SELL,592.18,592.29,0.8572800000000002,0.9272800000000002,0.07000000000000006,WIN,0,9.0,9.0,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:39:22,R_100,SELL,592.18,592.01,0.8640000000000002,0.9340000000000003,0.07000000000000006,WIN,0,9.07,9.07,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:39:38,R_100,SELL,591.5,591.59,0.8707200000000002,0.9407200000000001,0.06999999999999995,WIN,0,9.14,9.14,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:39:54,R_100,SELL,591.44,591.46,0.8774400000000002,0.9574400000000002,0.07999999999999996,WIN,0,9.22,9.22,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:40:10,R_100,SELL,591.3,591.15,0.8851200000000002,0.9651200000000002,0.07999999999999996,WIN,0,9.3,9.3,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:40:26,R_100,SELL,591.14,591.52,0.8928000000000003,0.9728000000000002,0.07999999999999996,WIN,0,9.38,9.38,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:40:42,R_100,SELL,591.3,591.34,0.9004800000000002,0.9804800000000001,0.07999999999999996,WIN,0,9.46,9.46,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:40:58,R_100,SELL,591.21,591.63,0.9081600000000003,0.9881600000000003,0.07999999999999996,WIN,0,9.54,9.54,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:41:14,R_100,SELL,591.93,592.48,0.9158400000000002,0.9958400000000002,0.07999999999999996,WIN,0,9.62,9.62,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:41:30,R_100,SELL,592.31,592.59,0.9235200000000003,1.0035200000000004,0.07999999999999996,WIN,0,9.7,9.7,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:41:46,R_100,SELL,593.11,593.04,0.9312000000000002,1.0112,0.07999999999999996,WIN,0,9.78,9.78,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:42:02,R_100,SELL,592.83,592.82,0.9388800000000002,1.0188800000000002,0.08000000000000007,WIN,0,9.86,9.86,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:42:18,R_100,SELL,593.42,593.24,0.9465600000000003,1.0265600000000004,0.08000000000000007,WIN,0,9.94,9.94,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:42:34,R_100,SELL,592.84,592.41,0.9542400000000002,1.0342400000000003,0.08000000000000007,WIN,0,10.02,10.02,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:42:48,R_100,SELL,592.56,592.34,0.9619200000000003,1.0419200000000004,0.08000000000000007,WIN,0,10.1,10.1,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:43:04,R_100,SELL,592.25,592.22,0.9696000000000002,1.0596000000000003,0.09000000000000008,WIN,0,10.19,10.19,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:43:18,R_100,SELL,592.49,592.31,0.9782400000000002,1.0682400000000003,0.09000000000000008,WIN,0,10.28,10.28,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:43:32,R_100,SELL,592.19,592.37,0.9868800000000002,1.0768800000000003,0.09000000000000008,WIN,0,10.37,10.37,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:43:48,R_100,SELL,592.56,592.91,0.9955200000000002,1.0855200000000003,0.09000000000000008,WIN,0,10.46,10.46,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:44:04,R_100,SELL,593.02,592.76,1.0041600000000002,1.0941600000000002,0.09000000000000008,WIN,0,10.55,10.55,100.0%,DIGITPAD,0.7,50.0
2025-12-10,08:44:18,R_100,SELL,592.52,592.91,1.0128000000000001,1.1028000000000002,0.09000000000000008,WIN,0,10.64,10.64,100.0%,DIGITPAD,0.7,50.0
